#Buckets,Keys 1 - rep 1,Keys 1 - rep 2,Keys 1 - rep 3,Keys 3 - rep 1,Keys 3 - rep 2,Keys 3 - rep 3,Keys 6 - rep 1,Keys 6 - rep 2,Keys 6 - rep 3,Keys 9 - rep 1,Keys 9 - rep 2,Keys 9 - rep 3
5.2,210.8998799999972,232.6605300000083,239.17311000000336,268.17687000000296,299.702970000013,269.35659000000305,275.1554700000197,286.51778999997623,320.58675000002404,350.6424299999999,404.849069999982,366.9332400000021
5.3,179.6153400000112,203.6683799999737,182.1031199999852,259.5770999999877,295.7865299999903,277.64910000000236,225.01547999997638,213.23583000001963,296.12312999999995,337.6934099999853,333.10305000002336,317.27573999998276
5.4,227.00177999997686,203.37093000001187,188.02683000001707,221.45570999999472,226.41633000000002,252.10431000000244,238.9428000000189,221.28723000000173,303.6539699999994,310.11714000001666,356.4812699999893,298.1592000000237
5.5,190.55087999998796,198.5328000000227,148.37319000001298,203.60231999999814,221.5251900000003,248.5536299999876,249.47963999998683,210.93605999998545,244.07586000000447,266.18175000001065,306.8261999999959,313.3907999999974
5.6,190.70730000000185,188.57385000000068,165.27239999997983,233.54594999999244,218.132099999988,235.96767000000546,229.3404300000111,215.5068000000174,252.45206999998481,234.08684999998513,269.2059300000001,286.32968999999866
5.7,185.43339000002015,178.80741000000853,142.65234000000055,195.01821000000928,182.13309000001755,202.44752999999764,242.44793999998728,199.628369999984,227.7782100000186,213.7872600000046,265.7926800000023,244.6773300000059
5.8,169.8693299999868,159.70688999998674,154.1754899999869,203.90661000000546,199.93239000000176,215.7736500000101,193.09040999999706,181.62935999999172,255.5973899999808,189.68220000000292,234.44693999999436,252.1743299999689
5.9,164.46915000000445,169.5379499999981,125.46126000003278,204.530219999986,191.25207000000955,206.33004000000074,212.48559000002206,152.68320000001404,236.076750000022,214.0760700000028,249.4922400000214,236.55285000003278
6.0,148.3600499999884,198.2661300000109,114.4455299999754,199.58463000000484,205.23554999999033,164.89583999998285,197.07479999997668,208.6296300000031,212.03100000000268,238.12991999998485,216.10025999999561,202.43132999998488
6.1,169.49079000001075,169.09524000000238,131.2047900000034,186.59339999999793,187.85897999997542,195.0129900000029,208.6417800000163,161.8558199999752,223.55486999998539,190.348739999994,227.03750999999465,214.09379999998055
6.2,164.83868999999686,178.85267999999633,119.72591999999713,178.63227000000188,161.97255000001314,199.1483100000114,175.32782999999472,167.92344000001322,227.98799999999756,186.29280000001745,204.3027000000002,198.48726000000897
6.3,196.0208999999959,178.8475499999986,137.04471000002377,208.61928000000626,169.814790000004,160.92296999999962,151.5383099999999,156.3056099999958,195.84558000000834,181.8579599999939,192.64626000000862,202.56399000001693
6.4,191.05722000002424,193.44456000000355,137.12886000001163,191.16134999999485,170.52758999999787,151.79552999999578,152.58528000000297,179.07354000003397,220.07411999999022,185.87447999998403,216.45099000000118,206.43453000000227
6.5,191.13011999996525,183.57759000000078,148.5596699999951,165.27186000000802,232.06238999999186,160.83692999999766,172.02617999998984,133.25984999997308,215.76654000001145,210.49047000003338,219.48947999998927,194.85306000000128
6.6,202.00770000000193,222.4360799999995,125.93961000000854,204.4886399999741,183.62268000001495,165.21192000000156,168.2267399999946,142.05779999999504,207.8819100000037,206.38340999998036,208.32173999999213,214.11152999999467
6.7,206.47980000001553,217.2519899999752,154.48301999997784,216.8676000000487,191.80944000003365,194.29190999999992,176.77827000001344,137.16710999999486,259.99982999997883,210.3674400000018,205.2159299999912,217.88522999999986
6.8,291.31352999999945,208.1124000000127,177.00695999998425,256.77071999996406,196.82000999996671,178.02017999999953,211.99139999998806,165.68190000001778,248.0391900000177,238.9933799999999,239.26284000000305,244.6312500000131
6.9,254.5793999999878,265.8316500000001,211.34034000000975,278.51481000001513,244.46546999998827,254.12094000001525,213.92370000001756,151.46019000000524,284.1434099999824,287.46081000000413,273.08331000002363,263.5048799999604
7.0,327.73032000001695,319.4316900000049,302.91911999999866,357.18569999999454,278.4807900000087,296.14193999997224,261.7659899999926,205.20899999998073,323.50518000001466,262.6722000000009,279.8713799999823,275.29182000003857
7.1,417.531149999988,377.6654700000072,285.4529100000145,409.36266000000614,326.9141099999979,338.08077000001504,313.24023000001034,234.7460099999953,384.1866899999877,267.4395000000077,318.41883000001326,347.44328999998834
7.2,638.0712899999999,621.1577699999762,479.1082500000048,522.3988799999934,370.1256299999877,451.4005799999941,305.56097999998383,293.7878100000089,424.13561999999365,388.02860999999393,390.9441599999882,355.5132299999932
7.3,882.6432299999942,947.6307000000088,729.5011199999644,643.4379000000117,604.1634300000151,599.0859000000055,430.84620000000723,360.7890299999999,545.0728500000187,516.0509099999908,485.7875100000092,469.905750000009
7.4,1360.3491000000213,1436.3738100000119,1085.8091400000048,923.5751399999717,839.8945799999783,922.4126099999921,626.4403199999942,567.4832100000058,748.98440999999,668.8030500000023,705.5025299999907,619.2221400000126
7.5,1962.6315299999842,2035.506419999976,1646.556120000023,1404.823410000019,1199.6666100000148,1330.1823599999989,970.3672199999892,773.5707899999979,1067.6652300000205,1007.568809999997,952.8235200000054,882.7973999999886
7.6,2329.9848000000056,2580.1814700000177,1899.7061399999948,1868.3921699999992,1652.8986900000018,1851.238530000017,1426.1972399999977,1241.9837999999945,1602.5199299999877,1428.1111800000144,1439.6402700000108,1354.2106499999936
7.7,2362.2376500000028,2532.669389999981,1928.2178700000077,2327.729400000004,2019.486779999992,2286.7554600000076,2005.6030200000205,1672.5017700000099,2057.170229999996,1743.0434099999839,1839.1660200000006,1812.2879700000121
7.8,2127.345749999993,2438.3490300000267,1746.2346299999772,2431.556909999992,2374.7977800000226,2424.740579999976,2338.3009799999927,1949.2470899999898,2423.6313299999892,2172.814290000002,2168.4682799999864,2167.8606
7.9,1685.8304100000096,2060.7024600000077,1438.8136200000226,2443.493970000003,2341.3640399999713,2337.9053400000194,2388.593430000001,2128.8529800000033,2510.5297500000233,2302.4182500000097,2418.2828099999933,2514.910589999985
8.0,1329.126569999993,1588.4689499999658,1071.4489199999807,2316.5191799999957,2241.820530000019,2215.4564699999682,2446.184249999991,2085.197489999984,2363.824709999986,2272.6963799999867,2528.1105300000054,2492.3199600000007
8.1,878.4946799999962,1137.992760000001,714.2946300000258,1749.170339999997,1872.1305899999934,1833.2713799999983,2192.9693400000106,1823.440500000026,2053.5278400000097,2014.272990000005,2229.015059999998,2232.3133799999923
8.2,594.3485700000019,768.7410299999974,515.4863399999813,1374.2810099999988,1410.1686899999986,1454.9270400000241,1773.4034699999902,1486.448279999975,1651.4206200000117,1671.8911200000075,1831.8063600000096,1876.830300000016
8.3,419.2585199999812,596.3604299999934,368.35289999999804,1030.1010300000125,1072.3428900000144,1136.6960400000025,1361.5569899999973,1104.525360000007,1321.0800299999755,1339.4055600000065,1542.1144499999937,1509.5196899999937
8.4,284.62581000001956,418.05423000003793,272.0714399999997,807.0666299999866,879.5368799999997,865.838699999993,1038.6447299999927,901.9691099999982,1056.6750600000087,965.8673999999883,1134.418410000013,1131.6555900000021
8.5,233.05229999999574,320.3907299999919,198.3457800000033,601.3549800000255,642.4018199999846,701.3856599999999,772.3957500000251,603.824580000015,714.9479400000055,747.4391100000066,911.2310099999813,852.536159999996
8.6,166.40702999998757,220.98933000000397,136.1681099999987,472.5204299999823,502.60779000000184,522.4790700000012,652.5718199999901,455.9250599999941,586.0172700000039,528.2996399999902,646.2363600000026,680.1885899999979
8.7,150.3560700000162,162.3578400000115,124.9792199999938,373.7595599999986,388.6550100000022,369.4130099999966,469.40984999999637,365.4450900000011,397.0028700000039,397.1872799999983,495.006389999995,511.94348999999784
8.8,93.19419000000198,132.76097999997728,90.81630000000587,257.9818499999965,278.6354099999953,294.8766300000134,358.1188200000106,303.4647899999909,309.4462799999819,325.6730099999986,393.0325200000225,416.8575000000201
8.9,108.65015999999014,103.28400000000693,90.73215000000346,266.211810000008,236.21175000001676,287.92259999999806,324.43236000000616,224.34642000000167,261.1911600000021,258.83126999999513,283.06097999998747,301.67567999998573
9.0,78.15609000001132,73.50912000001699,51.06329999999434,154.68237000000954,211.6114199999938,201.34655999999814,257.7107700000197,188.09091000001354,236.6070300000065,222.72381000001042,257.2278300000107,275.1002099999896
9.1,41.83677000000171,68.75216999997065,50.98581000002741,128.89962000000378,156.2975999999835,139.2300000000032,162.2853899999609,154.01286000000255,180.31193999998504,155.53349999999045,199.75085999999283,190.97325000002456
9.2,57.555270000004384,63.523980000005395,39.87440999997489,124.73036999996839,139.8672000000297,131.91254999999364,145.5969600000244,115.90973999999551,172.40949000002,151.44678000000567,132.45884999998088,156.7211399999942
